"REGION,YEAR,WEEK,FertilityRate,Education,Policy,FamilyPlanning"
"Oregon,2016,48,1.01609,60,20,5905"
"Pennsylvania,2016,48,1.12638,173,58,15359"
"Rhode Island,2016,48,0.337648,18,17,5331"
"South Carolina,2016,48,2.51108,170,16,6770"
"South Dakota,2016,48,1.25928,112,34,8894"
"Tennessee,2016,48,2.32558,243,55,10449"
"Texas,2016,48,2.49507,696,112,27895"
"Utah,2016,48,1.3005,320,40,24606"
"Vermont,2016,48,0.616861,18,10,2918"
"Virginia,2016,48,2.15431,1995,137,92605"
"Washington,2016,48,0.59952,30,47,5004"
"West Virginia,2016,48,0.952956,142,44,14901"
"Wisconsin,2016,48,1.07108,44,23,4108"
"Wyoming,2016,48,0.369565,17,24,4600"
"Puerto Rico,2016,48,10.7746,466,8,4325"
"Virgin Islands,2016,48,3.26633,26,2,796"
"New York City,2016,48,2.40428,2464,70,102484"
"Alabama,2016,49,2.65332,212,25,7990"
"Alaska,2016,49,0.70373,10,6,1421"
"Arizona,2016,49,1.67818,396,47,23597"
"Arkansas,2016,49,1.31547,54,11,4105"
"California,2016,49,2.07484,1114,133,53691"
"Colorado,2016,49,1.25899,49,7,3892"
"Connecticut,2016,49,1.63164,66,16,4045"
"Delaware,2016,49,0.177179,5,13,2822"
"District of Columbia,2016,49,5.18868,154,2,2968"
"Florida,2016,49,X,X,X,X"
"Georgia,2016,49,2.82757,1486,53,52554"
"Hawaii,2016,49,2.86104,42,16,1468"
"Idaho,2016,49,0.691358,14,8,2025"
"Illinois,2016,49,1.89146,894,81,47265"
"Indiana,2016,49,1.26388,74,27,5855"
"Iowa,2016,49,0.385757,13,10,3370"
"Kansas,2016,49,1.53499,102,30,6645"
"Kentucky,2016,49,0.709875,169,31,23807"
"Louisiana,2016,49,2.41573,1161,100,48060"
"Maine,2016,49,0.773196,42,28,5432"
"Maryland,2016,49,1.08942,101,41,9271"
"Massachusetts,2016,49,0.871126,267,44,30650"
"Michigan,2016,49,1.86207,388,71,20837"
"Minnesota,2016,49,1.10247,78,22,7075"
"Mississippi,2016,49,2.79641,442,46,15806"
"Missouri,2016,49,1.66839,113,19,6773"
"Montana,2016,49,0.12987,4,8,3080"
"Nebraska,2016,49,0.466708,15,13,3214"
"Nevada,2016,49,1.9248,323,34,16781"
"New Hampshire,2016,49,0.333847,13,20,3894"
"New Jersey,2016,49,3.02365,496,24,16404"
"New Mexico,2016,49,1.46254,163,27,11145"
"New York,2016,49,1.45618,223,70,15314"
"North Carolina,2016,49,1.53331,252,50,16435"
"North Dakota,2016,49,1.26812,7,6,552"
"Ohio,2016,49,1.02509,201,70,19608"
"Oklahoma,2016,49,3.42868,175,23,5104"
"Oregon,2016,49,1.07239,52,18,4849"
"Pennsylvania,2016,49,1.46324,208,59,14215"
"Rhode Island,2016,49,0.328887,18,17,5473"
"South Carolina,2016,49,1.87075,110,14,5880"
"South Dakota,2016,49,0.993339,85,34,8557"
"Tennessee,2016,49,2.44096,246,56,10078"
"Texas,2016,49,3.06871,816,113,26591"
"Utah,2016,49,1.37566,335,41,24352"
"Vermont,2016,49,0.401875,12,10,2986"
"Virginia,2016,49,2.22633,2012,142,90373"
"Washington,2016,49,0.528493,23,38,4352"
"West Virginia,2016,49,1.19682,173,46,14455"
"Wisconsin,2016,49,1.49144,61,24,4090"
"Wyoming,2016,49,0.762631,32,24,4196"
"Puerto Rico,2016,49,11.2342,507,8,4513"
"Virgin Islands,2016,49,1.99734,15,2,751"
"New York City,2016,49,2.66627,2779,83,104228"
"Alabama,2016,50,3.84472,310,26,8063"
"Alaska,2016,50,0.683995,10,6,1462"
"Arizona,2016,50,2.02974,550,54,27097"
"Arkansas,2016,50,1.95973,73,12,3725"
"California,2016,50,2.37525,1190,124,50100"
"Colorado,2016,50,1.4232,53,7,3724"
"Connecticut,2016,50,1.73439,70,21,4036"
"Delaware,2016,50,0.145826,4,13,2743"
"District of Columbia,2016,50,7.7642,216,2,2782"
"Florida,2016,50,X,X,X,X"
"Georgia,2016,50,3.15559,1544,55,48929"
"Hawaii,2016,50,3.72263,51,16,1370"
"Idaho,2016,50,1.38484,19,7,1372"
"Illinois,2016,50,2.09658,943,78,44978"
"Indiana,2016,50,1.55739,81,27,5201"
"Iowa,2016,50,0.363942,13,11,3572"
"Kansas,2016,50,1.52184,100,30,6571"
"Kentucky,2016,50,1.04621,211,30,20168"
"Louisiana,2016,50,2.68997,1302,97,48402"
"Maine,2016,50,0.57398,27,28,4704"
"Maryland,2016,50,1.35029,120,41,8887"
"Massachusetts,2016,50,1.01981,313,45,30692"
"Michigan,2016,50,1.7306,365,75,21091"
"Minnesota,2016,50,1.18233,76,21,6428"
"Mississippi,2016,50,3.57419,554,44,15500"
"Missouri,2016,50,1.85009,136,20,7351"
"Montana,2016,50,0.196271,6,8,3057"
"Nebraska,2016,50,0.498287,16,12,3211"
"Nevada,2016,50,1.45363,266,35,18299"
"New Hampshire,2016,50,0.463679,18,20,3882"
"New Jersey,2016,50,3.67201,575,25,15659"
"New Mexico,2016,50,1.71569,175,25,10200"
"New York,2016,50,1.47612,208,69,14091"
"North Carolina,2016,50,2.16034,294,47,13609"
"North Dakota,2016,50,0,0,5,534"
"Ohio,2016,50,1.28297,233,68,18161"
"Oklahoma,2016,50,5.09349,237,21,4653"
"Oregon,2016,50,2.19922,102,19,4638"
"Pennsylvania,2016,50,1.83919,234,58,12723"
"Rhode Island,2016,50,0.526118,28,17,5322"
"South Carolina,2016,50,2.67559,144,14,5382"
"South Dakota,2016,50,1.05459,85,34,8060"
"Tennessee,2016,50,2.26017,180,53,7964"
"Texas,2016,50,3.41272,887,111,25991"
"Utah,2016,50,1.8372,332,40,18071"
"Vermont,2016,50,0.562852,15,10,2665"
"Virginia,2016,50,2.31392,2072,139,89545"
"Washington,2016,50,1.35041,58,46,4295"
"West Virginia,2016,50,1.32006,175,43,13257"
"Wisconsin,2016,50,0.935866,34,24,3633"
"Wyoming,2016,50,1.34497,57,24,4238"
"Puerto Rico,2016,50,9.98654,445,8,4456"
"Virgin Islands,2016,50,2.5788,18,2,698"
"New York City,2016,50,2.99057,3020,81,100984"
"Alabama,2016,51,4.96494,347,25,6989"
"Alaska,2016,51,1.27688,19,6,1488"
"Arizona,2016,51,2.49073,591,54,23728"
"Arkansas,2016,51,1.61128,48,12,2979"
"California,2016,51,2.87829,1233,122,42838"
"Colorado,2016,51,1.74142,66,6,3790"
"Connecticut,2016,51,1.80426,33,17,1829"
"Delaware,2016,51,0.0785855,2,13,2545"
"District of Columbia,2016,51,8.41715,159,2,1889"
"Florida,2016,51,X,X,X,X"
"Georgia,2016,51,4.19486,1928,55,45961"
"Hawaii,2016,51,2.86885,28,15,976"
"Idaho,2016,51,1.21255,17,7,1402"
"Illinois,2016,51,2.30118,978,81,42500"
"Indiana,2016,51,1.45357,49,25,3371"
"Iowa,2016,51,0.637233,14,12,2197"
"Kansas,2016,51,2.37844,135,29,5676"
"Kentucky,2016,51,3.76962,413,29,10956"
"Louisiana,2016,51,3.30251,1618,102,48993"
"Maine,2016,51,0.692119,31,28,4479"
"Maryland,2016,51,1.75352,142,41,8098"
"Massachusetts,2016,51,1.1781,340,45,28860"
"Michigan,2016,51,2.12636,348,73,16366"
"Minnesota,2016,51,2.19521,121,20,5512"
"Mississippi,2016,51,4.79193,722,45,15067"
"Missouri,2016,51,2.28994,127,19,5546"
"Montana,2016,51,0.565171,16,9,2831"
"Nebraska,2016,51,0.942737,27,13,2864"
"Nevada,2016,51,1.70873,283,35,16562"
"New Hampshire,2016,51,0.563222,20,21,3551"
"New Jersey,2016,51,4.21506,646,24,15326"
"New Mexico,2016,51,2.06947,199,25,9616"
"New York,2016,51,3.14039,389,68,12387"
"North Carolina,2016,51,2.96854,268,44,9028"
"North Dakota,2016,51,2.92887,14,4,478"
"Ohio,2016,51,1.28987,201,70,15583"
"Oklahoma,2016,51,4.39372,179,20,4074"
"Oregon,2016,51,2.32236,67,12,2885"
"Pennsylvania,2016,51,1.94061,215,57,11079"
"Rhode Island,2016,51,0.450212,17,16,3776"
"South Carolina,2016,51,2.12046,119,15,5612"
"South Dakota,2016,51,1.35915,113,34,8314"
"Tennessee,2016,51,2.87308,206,51,7170"
"Texas,2016,51,4.10321,951,108,23177"
"Utah,2016,51,3.2999,408,32,12364"
"Vermont,2016,51,0.958606,22,9,2295"
"Virginia,2016,51,2.89868,2552,141,88040"
"Washington,2016,51,2.45626,73,46,2972"
"West Virginia,2016,51,1.49617,246,45,16442"
"Wisconsin,2016,51,1.57013,45,23,2866"
"Wyoming,2016,51,1.69361,66,22,3897"
"Puerto Rico,2016,51,12.1003,632,9,5223"
"Virgin Islands,2016,51,1.04322,7,2,671"
"New York City,2016,51,3.70624,3896,86,105120"
"Alabama,2016,52,5.47445,345,25,6302"
"Alaska,2016,52,1.60226,17,5,1061"
"Arizona,2016,52,2.53802,479,53,18873"
"Arkansas,2016,52,2.30608,66,12,2862"
"California,2016,52,3.52608,1419,128,40243"
"Colorado,2016,52,0.52356,2,4,382"
"Connecticut,2016,52,2.01806,38,18,1883"
"Delaware,2016,52,0.106952,2,13,1870"
"District of Columbia,2016,52,8.3007,106,2,1277"
"Florida,2016,52,X,X,X,X"
"Georgia,2016,52,4.48964,2084,54,46418"
"Hawaii,2016,52,3.2967,24,15,728"
"Idaho,2016,52,2.698,31,7,1149"
"Illinois,2016,52,3.06912,1234,77,40207"
"Indiana,2016,52,3.36203,82,24,2439"
"Iowa,2016,52,1.43392,23,12,1604"
"Kansas,2016,52,2.27661,120,28,5271"
"Kentucky,2016,52,4.25743,473,30,11110"
"Louisiana,2016,52,3.69227,1938,95,52488"
"Maine,2016,52,1.04447,31,28,2968"
"Maryland,2016,52,2.41278,148,41,6134"
"Massachusetts,2016,52,1.55035,315,44,20318"
"Michigan,2016,52,2.35249,366,72,15558"
"Minnesota,2016,52,2.33905,105,21,4489"
"Mississippi,2016,52,4.07867,730,45,17898"
"Missouri,2016,52,4.06755,224,20,5507"
"Montana,2016,52,0.229489,4,7,1743"
"Nebraska,2016,52,1.00209,24,13,2395"
"Nevada,2016,52,2.1243,390,36,18359"
"New Hampshire,2016,52,0.219974,5,20,2273"
"New Jersey,2016,52,5.77482,894,22,15481"
"New Mexico,2016,52,2.0295,183,26,9017"
"New York,2016,52,5.42753,537,64,9894"
"North Carolina,2016,52,3.41129,194,44,5687"
"North Dakota,2016,52,0.358852,3,5,836"
"Ohio,2016,52,1.57742,228,62,14454"
"Oklahoma,2016,52,6.1,244,21,4000"
"Oregon,2016,52,5.786,219,17,3785"
"Pennsylvania,2016,52,3.13256,298,56,9513"
"Rhode Island,2016,52,0.782998,21,17,2682"
"South Carolina,2016,52,4.26055,208,14,4882"
"South Dakota,2016,52,1.41151,104,34,7368"
"Tennessee,2016,52,3.5409,174,53,4914"
"Texas,2016,52,4.32471,960,109,22198"
"Utah,2016,52,3.89622,449,31,11524"
"Vermont,2016,52,0.964957,19,9,1969"
"Virginia,2016,52,3.4293,3203,134,93401"
"Washington,2016,52,3.2281,91,46,2819"
"West Virginia,2016,52,2.44053,476,45,19504"
"Wisconsin,2016,52,1.3245,22,21,1661"
"Wyoming,2016,52,1.28665,43,22,3342"
"Puerto Rico,2016,52,12.0582,423,7,3508"
"Virgin Islands,2016,52,1.40647,10,2,711"
"New York City,2016,52,4.75291,4859,65,102232"
"Alabama,2017,1,4.38736,275,24,6268"
"Alaska,2017,1,0.8519,13,6,1526"
"Arizona,2017,1,2.3799,540,55,22690"
"Arkansas,2017,1,1.92242,56,12,2913"
"California,2017,1,3.2667,1559,133,47724"
"Colorado,2017,1,1.89284,65,6,3434"
"Connecticut,2017,1,2.85036,48,17,1684"
"Delaware,2017,1,0.185014,4,13,2162"
"District of Columbia,2017,1,7.84964,142,2,1809"
"Florida,2017,1,X,X,X,X"
"Georgia,2017,1,3.69019,1982,57,53710"
"Hawaii,2017,1,3.45141,38,14,1101"
"Idaho,2017,1,1.75439,26,8,1482"
"Illinois,2017,1,2.82989,1267,80,44772"
"Indiana,2017,1,2.33485,82,26,3512"
"Iowa,2017,1,0.829384,21,12,2532"
"Kansas,2017,1,2.87326,163,28,5673"
"Kentucky,2017,1,2.56237,266,30,10381"
"Louisiana,2017,1,3.36725,1767,101,52476"
"Maine,2017,1,0.892857,44,28,4928"
"Maryland,2017,1,1.66687,137,41,8219"
"Massachusetts,2017,1,1.34451,356,45,26478"
"Michigan,2017,1,2.18288,455,77,20844"
"Minnesota,2017,1,2.27992,108,21,4737"
"Mississippi,2017,1,3.4803,622,49,17872"
"Missouri,2017,1,4.43428,252,20,5683"
"Montana,2017,1,0.234926,6,9,2554"
"Nebraska,2017,1,1.47908,41,14,2772"
"Nevada,2017,1,1.91924,337,35,17559"
"New Hampshire,2017,1,0.536616,17,21,3168"
"New Jersey,2017,1,5.51108,888,25,16113"
"New Mexico,2017,1,2.23859,228,26,10185"
"New York,2017,1,5.17272,584,65,11290"
"North Carolina,2017,1,2.56276,293,50,11433"
"North Dakota,2017,1,4.31548,29,6,672"
"Ohio,2017,1,1.43458,225,72,15684"
"Oklahoma,2017,1,6.34468,289,21,4555"
"Oregon,2017,1,5.1757,190,18,3671"
"Pennsylvania,2017,1,2.91819,351,61,12028"
"Rhode Island,2017,1,1.26302,40,17,3167"
"South Carolina,2017,1,4.50584,212,14,4705"
"South Dakota,2017,1,1.69849,137,34,8066"
"Tennessee,2017,1,3.75696,290,55,7719"
"Texas,2017,1,4.19085,1076,113,25675"
"Utah,2017,1,3.37125,409,35,12132"
"Vermont,2017,1,0.976909,22,9,2252"
"Virginia,2017,1,3.18906,3144,146,98587"
"Washington,2017,1,2.53727,97,46,3823"
"West Virginia,2017,1,1.79407,368,44,20512"
"Wisconsin,2017,1,1.26724,34,22,2683"
"Wyoming,2017,1,1.7214,65,23,3776"
"Puerto Rico,2017,1,9.92183,495,8,4989"
"Virgin Islands,2017,1,0.722543,5,2,692"
"New York City,2017,1,3.58987,3776,73,105185"
"Alabama,2017,2,4.11625,330,24,8017"
"Alaska,2017,2,2.62123,40,6,1526"
"Arizona,2017,2,2.07138,585,54,28242"
"Arkansas,2017,2,2.39415,95,12,3968"
"California,2017,2,2.9995,1490,129,49675"
"Colorado,2017,2,1.64474,55,5,3344"
"Connecticut,2017,2,2.79488,59,17,2111"
"Delaware,2017,2,0.633357,18,13,2842"
"District of Columbia,2017,2,8.478,210,2,2477"
"Florida,2017,2,X,X,X,X"
"Georgia,2017,2,3.39153,1923,58,56700"
"Hawaii,2017,2,4.44596,65,15,1462"
"Idaho,2017,2,2.29383,42,7,1831"
"Illinois,2017,2,2.88986,1350,79,46715"
"Indiana,2017,2,2.00946,102,26,5076"
"Iowa,2017,2,1.04279,29,11,2781"
"Kansas,2017,2,3.36849,214,28,6353"
"Kentucky,2017,2,3.60641,394,32,10925"
"Louisiana,2017,2,3.21637,1715,102,53321"
"Maine,2017,2,0.646552,30,28,4640"
"Maryland,2017,2,2.22725,187,41,8396"
"Massachusetts,2017,2,1.32576,406,45,30624"
"Michigan,2017,2,2.15291,497,77,23085"
"Minnesota,2017,2,2.34944,142,21,6044"
"Mississippi,2017,2,3.37425,613,48,18167"
"Missouri,2017,2,3.60914,229,20,6345"
"Montana,2017,2,0.393106,13,9,3307"
"Nebraska,2017,2,1.6377,49,14,2992"
"Nevada,2017,2,1.66173,292,35,17572"
"New Hampshire,2017,2,0.620417,22,21,3546"
"New Jersey,2017,2,5.12789,830,25,16186"
"New Mexico,2017,2,2.09488,242,26,11552"
"New York,2017,2,5.93932,736,67,12392"
"North Carolina,2017,2,2.18439,290,48,13276"
"North Dakota,2017,2,0.922266,14,8,1518"
"Ohio,2017,2,1.27898,272,71,21267"
"Oklahoma,2017,2,8.13977,403,19,4951"
"Oregon,2017,2,1.91548,97,17,5064"
"Pennsylvania,2017,2,2.67744,358,58,13371"
"Rhode Island,2017,2,0.929692,32,16,3442"
"South Carolina,2017,2,3.67389,251,16,6832"
"South Dakota,2017,2,1.88282,170,34,9029"
"Tennessee,2017,2,4.06364,424,56,10434"
"Texas,2017,2,5.06267,1450,112,28641"
"Utah,2017,2,2.86365,377,36,13165"
"Vermont,2017,2,1.17499,28,9,2383"
"Virginia,2017,2,3.36477,2676,129,79530"
"Washington,2017,2,2.26771,113,45,4983"
"West Virginia,2017,2,1.78158,392,44,22003"
"Wisconsin,2017,2,1.92686,98,23,5086"
"Wyoming,2017,2,3.46399,152,23,4388"
"Puerto Rico,2017,2,5.74341,231,6,4022"
"Virgin Islands,2017,2,1.13314,8,2,706"
"New York City,2017,2,3.64388,3774,72,103571"
"Alabama,2017,3,6.10548,470,24,7698"
"Alaska,2017,3,1.9661,29,6,1475"
"Arizona,2017,3,2.43619,567,54,23274"
"Arkansas,2017,3,3.08824,126,13,4080"
"California,2017,3,2.77799,1441,129,51872"
"Colorado,2017,3,2.23164,79,5,3540"
"Connecticut,2017,3,3.29572,111,19,3368"
"Delaware,2017,3,0.406688,9,13,2213"
"District of Columbia,2017,3,4.99426,87,2,1742"
"Florida,2017,3,X,X,X,X"
"Georgia,2017,3,4.1903,2379,56,56774"
"Hawaii,2017,3,3.64261,53,16,1455"
"Idaho,2017,3,2.75527,51,8,1851"
"Illinois,2017,3,3.01511,1443,78,47859"
"Indiana,2017,3,2.11557,108,25,5105"
"Iowa,2017,3,1.75769,56,11,3186"
"Kansas,2017,3,5.10355,345,28,6760"
"Kentucky,2017,3,4.44958,462,31,10383"
"Louisiana,2017,3,3.63411,1965,99,54071"
"Maine,2017,3,0.908373,46,28,5064"
"Maryland,2017,3,2.73316,228,40,8342"
"Massachusetts,2017,3,1.51277,423,47,27962"
"Michigan,2017,3,2.14959,486,76,22609"
"Minnesota,2017,3,3.40085,225,21,6616"
"Mississippi,2017,3,4.1751,763,48,18275"
"Missouri,2017,3,3.74388,283,19,7559"
"Montana,2017,3,0.48226,14,9,2903"
"Nebraska,2017,3,2.86899,83,13,2893"
"Nevada,2017,3,1.61179,281,35,17434"
"New Hampshire,2017,3,0.517007,19,21,3675"
"New Jersey,2017,3,5.9981,1009,29,16822"
"New Mexico,2017,3,2.7369,305,27,11144"
"New York,2017,3,6.78861,913,68,13449"
"North Carolina,2017,3,2.66282,397,49,14909"
"North Dakota,2017,3,1.88273,35,10,1859"
"Ohio,2017,3,1.73702,358,71,20610"
"Oklahoma,2017,3,8.77725,463,19,5275"
"Oregon,2017,3,2.63546,143,19,5426"
"Pennsylvania,2017,3,3.37152,465,60,13792"
"Rhode Island,2017,3,0.838574,28,16,3339"
"South Carolina,2017,3,5.70071,360,16,6315"
"South Dakota,2017,3,2.57515,245,34,9514"
"Tennessee,2017,3,4.09586,417,57,10181"
"Texas,2017,3,5.47691,1563,112,28538"
"Utah,2017,3,2.89367,292,30,10091"
"Vermont,2017,3,1.1658,27,9,2316"
"Virginia,2017,3,3.19863,3049,145,95322"
"Washington,2017,3,4.19013,186,45,4439"
"West Virginia,2017,3,2.64722,619,44,23383"
"Wisconsin,2017,3,2.62467,150,25,5715"
"Wyoming,2017,3,2.57927,109,22,4226"
"Puerto Rico,2017,3,5.35672,226,8,4219"
"Virgin Islands,2017,3,0.89955,6,2,667"
"New York City,2017,3,4.0849,4359,78,106710"
"Alabama,2017,4,5.26563,449,25,8527"
"Alaska,2017,4,1.91713,31,6,1617"
"Arizona,2017,4,2.19555,569,54,25916"
"Arkansas,2017,4,4.0372,178,13,4409"
"California,2017,4,3.11572,1700,129,54562"
"Colorado,2017,4,1.87467,70,5,3734"
"Connecticut,2017,4,3.72844,134,14,3594"
"Delaware,2017,4,0.356761,10,13,2803"
"District of Columbia,2017,4,7.38916,195,2,2639"
"Florida,2017,4,X,X,X,X"
"Georgia,2017,4,4.17872,2370,58,56716"
"Hawaii,2017,4,5.1265,77,15,1502"
"Idaho,2017,4,1.71112,34,7,1987"
"Illinois,2017,4,3.222,1640,82,50900"
"Indiana,2017,4,3.42829,207,25,6038"
"Iowa,2017,4,2.64603,106,12,4006"
"Kansas,2017,4,5.60356,415,28,7406"
"Kentucky,2017,4,4.8653,540,29,11099"
"Louisiana,2017,4,3.71262,1943,96,52335"
"Maine,2017,4,0.813173,40,28,4919"
"Maryland,2017,4,2.86498,261,42,9110"
"Massachusetts,2017,4,1.79816,583,46,32422"
"Michigan,2017,4,2.3959,580,76,24208"
"Minnesota,2017,4,3.3874,236,21,6967"
"Mississippi,2017,4,3.57162,663,49,18563"
"Missouri,2017,4,5.67474,410,18,7225"
"Montana,2017,4,0.312767,11,8,3517"
"Nebraska,2017,4,2.60756,80,13,3068"
"Nevada,2017,4,1.54401,308,36,19948"
"New Hampshire,2017,4,0.693756,28,21,4036"
"New Jersey,2017,4,6.19741,1090,30,17588"
"New Mexico,2017,4,2.94725,371,28,12588"
"New York,2017,4,7.54014,1174,69,15570"
"North Carolina,2017,4,2.84282,431,49,15161"
"North Dakota,2017,4,3.88794,68,8,1749"
"Ohio,2017,4,1.99963,431,66,21554"
"Oklahoma,2017,4,11.5014,609,20,5295"
"Oregon,2017,4,2.97925,168,18,5639"
"Pennsylvania,2017,4,3.90425,535,57,13703"
"Rhode Island,2017,4,1.80101,82,16,4553"
"South Carolina,2017,4,6.34603,475,15,7485"
"South Dakota,2017,4,3.25399,298,33,9158"
"Tennessee,2017,4,4.20838,433,55,10289"
"Texas,2017,4,6.20619,1868,109,30099"
"Utah,2017,4,2.04686,325,32,15878"
"Vermont,2017,4,1.4435,29,8,2009"
"Virginia,2017,4,3.30228,3173,145,96085"
"Washington,2017,4,2.70833,130,45,4800"
"West Virginia,2017,4,2.56329,564,43,22003"
"Wisconsin,2017,4,2.67524,179,26,6691"
"Wyoming,2017,4,3.04047,136,22,4473"
"Puerto Rico,2017,4,6.01822,284,9,4719"
"Virgin Islands,2017,4,0.56926,6,3,1054"
"New York City,2017,4,3.86655,4091,86,105805"
"Alabama,2017,5,6.47647,538,24,8307"
"Alaska,2017,5,2.29153,36,6,1571"
"Arizona,2017,5,2.44798,647,54,26430"
"Arkansas,2017,5,6.71024,308,12,4590"
"California,2017,5,3.19202,1667,121,52224"
"Colorado,2017,5,2.27024,83,5,3656"
"Connecticut,2017,5,4.43425,174,14,3924"
"Delaware,2017,5,0.726644,21,13,2890"
"District of Columbia,2017,5,8.94928,247,2,2760"
"Florida,2017,5,X,X,X,X"
"Georgia,2017,5,4.72879,2666,58,56378"
"Hawaii,2017,5,4.27655,60,16,1403"
"Idaho,2017,5,1.69492,34,7,2006"
"Illinois,2017,5,3.58104,1810,81,50544"
"Indiana,2017,5,4.58925,281,26,6123"
"Iowa,2017,5,2.25039,87,11,3866"
"Kansas,2017,5,8.52463,635,28,7449"
"Kentucky,2017,5,4.51889,464,27,10268"
"Louisiana,2017,5,4.69911,2473,97,52627"
"Maine,2017,5,0.931446,50,27,5368"
"Maryland,2017,5,2.90698,275,42,9460"
"Massachusetts,2017,5,2.23652,737,47,32953"
"Michigan,2017,5,3.16458,777,77,24553"
"Minnesota,2017,5,3.44587,247,21,7168"
"Mississippi,2017,5,5.50059,1112,51,20216"
"Missouri,2017,5,6.49829,476,18,7325"
"Montana,2017,5,0.504484,18,9,3568"
"Nebraska,2017,5,3.20242,106,13,3310"
"Nevada,2017,5,1.76521,332,35,18808"
"New Hampshire,2017,5,0.632431,25,20,3953"
"New Jersey,2017,5,6.76102,1180,31,17453"
"New Mexico,2017,5,4.10959,504,27,12264"
"New York,2017,5,8.68115,1431,69,16484"
"North Carolina,2017,5,5.17611,773,48,14934"
"North Dakota,2017,5,3.77868,84,9,2223"
"Ohio,2017,5,2.73095,533,65,19517"
"Oklahoma,2017,5,15.5039,780,17,5031"
"Oregon,2017,5,3.01508,180,21,5970"
"Pennsylvania,2017,5,4.18771,655,58,15641"
"Rhode Island,2017,5,2.48487,115,16,4628"
"South Carolina,2017,5,7.10465,425,13,5982"
"South Dakota,2017,5,4.05593,409,34,10084"
"Tennessee,2017,5,4.93514,544,57,11023"
"Texas,2017,5,8.48188,2774,112,32705"
"Utah,2017,5,1.60697,297,32,18482"
"Vermont,2017,5,1.91404,57,10,2978"
"Virginia,2017,5,3.73817,3603,148,96384"
"Washington,2017,5,2.04619,101,47,4936"
"West Virginia,2017,5,2.89023,574,44,19860"
"Wisconsin,2017,5,3.42476,231,24,6745"
"Wyoming,2017,5,4.33029,204,23,4711"
"Puerto Rico,2017,5,5.65314,280,9,4953"
"Virgin Islands,2017,5,0.652742,5,2,766"
"New York City,2017,5,3.75647,3892,88,103608"
"Alabama,2017,6,7.76346,705,24,9081"
"Alaska,2017,6,3.71517,60,6,1615"
"Arizona,2017,6,2.4757,670,54,27063"
"Arkansas,2017,6,9.78239,481,13,4917"
"California,2017,6,2.69419,1395,118,51778"
"Colorado,2017,6,2.03286,73,5,3591"
"Connecticut,2017,6,5.45754,232,17,4251"
"Delaware,2017,6,0.638468,16,13,2506"
"District of Columbia,2017,6,9.39163,247,2,2630"
"Florida,2017,6,X,X,X,X"
"Georgia,2017,6,5.08384,3038,58,59758"
"Hawaii,2017,6,3.75683,55,15,1464"
"Idaho,2017,6,1.76899,34,8,1922"
"Illinois,2017,6,4.36443,2297,81,52630"
"Indiana,2017,6,4.71858,306,25,6485"
"Iowa,2017,6,3.20677,125,11,3898"
"Kansas,2017,6,10.3592,796,28,7684"
"Kentucky,2017,6,6.5129,689,25,10579"
"Louisiana,2017,6,5.52013,2978,97,53948"
"Maine,2017,6,1.61117,75,28,4655"
"Maryland,2017,6,4.58397,422,42,9206"
"Massachusetts,2017,6,2.73075,750,45,27465"
"Michigan,2017,6,3.71318,1001,78,26958"
"Minnesota,2017,6,4.41595,279,20,6318"
"Mississippi,2017,6,6.42202,1365,51,21255"
"Missouri,2017,6,6.74594,556,18,8242"
"Montana,2017,6,0.542083,19,9,3505"
"Nebraska,2017,6,4.17193,132,14,3164"
"Nevada,2017,6,1.7554,335,35,19084"
"New Hampshire,2017,6,1.19889,39,19,3253"
"New Jersey,2017,6,6.92602,1175,31,16965"
"New Mexico,2017,6,4.93837,641,28,12980"
"New York,2017,6,9.81455,1466,68,14937"
"North Carolina,2017,6,5.64241,877,47,15543"
"North Dakota,2017,6,5.19645,123,12,2367"
"Ohio,2017,6,3.02016,659,73,21820"
"Oklahoma,2017,6,14.9247,941,22,6305"
"Oregon,2017,6,3.29529,179,18,5432"
"Pennsylvania,2017,6,5.78649,735,54,12702"
"Rhode Island,2017,6,4.09232,172,16,4203"
"South Carolina,2017,6,6.8482,503,16,7345"
"South Dakota,2017,6,4.90407,524,34,10685"
"Tennessee,2017,6,7.38839,892,57,12073"
"Texas,2017,6,10.2826,3508,113,34116"
"Utah,2017,6,1.5936,293,33,18386"
"Vermont,2017,6,1.28205,37,10,2886"
"Virginia,2017,6,5.21859,5392,147,103323"
"Washington,2017,6,1.25434,47,47,3747"
"West Virginia,2017,6,2.86889,628,45,21890"
"Wisconsin,2017,6,3.6865,254,25,6890"
"Wyoming,2017,6,3.76857,170,21,4511"
"Puerto Rico,2017,6,5.69272,279,9,4901"
"Virgin Islands,2017,6,1.78571,13,2,728"
"New York City,2017,6,3.73489,3744,84,100244"
"Alabama,2017,7,7.56183,691,25,9138"
"Alaska,2017,7,4.28744,71,6,1656"
"Arizona,2017,7,2.29842,549,48,23886"
"Arkansas,2017,7,9.19692,489,14,5317"
"California,2017,7,2.52341,1245,113,49338"
"Colorado,2017,7,3.53982,8,5,226"
"Connecticut,2017,7,5.30733,234,16,4409"
"Delaware,2017,7,1.28824,40,13,3105"
"District of Columbia,2017,7,8.46287,196,2,2316"
"Florida,2017,7,X,X,X,X"
"Georgia,2017,7,6.11265,3221,53,52694"
"Hawaii,2017,7,3.7234,56,15,1504"
